company,year,tipo,region,actual_ton
PESQUERA DIAMANTE S.A.,2023,T1,Todas,2725.0
PESQUERA DIAMANTE S.A.,2023,T2,Todas,142210.0
PESQUERA DIAMANTE S.A.,2024,T1,Todas,471629.9993114
PESQUERA DIAMANTE S.A.,2024,T2,Todas,177545.9470458
PESQUERA DIAMANTE S.A.,2025,T1,Todas,230910.6788442
PESQUERA DIAMANTE S.A.,2025,T2,Todas,138307.0
PESQUERA EXALMAR S.A.A.,2018,T1,Todas,168459.0
PESQUERA EXALMAR S.A.A.,2018,T2,Todas,137011.0
PESQUERA EXALMAR S.A.A.,2019,T1,Todas,168298.0
PESQUERA EXALMAR S.A.A.,2019,T2,Todas,59440.0
PESQUERA EXALMAR S.A.A.,2020,T1,Todas,197420.0
PESQUERA EXALMAR S.A.A.,2020,T2,Todas,113006.0
PESQUERA EXALMAR S.A.A.,2021,T1,Todas,203001.0
PESQUERA EXALMAR S.A.A.,2021,T2,Todas,155868.0
PESQUERA EXALMAR S.A.A.,2022,T1,Todas,157851.0
PESQUERA EXALMAR S.A.A.,2022,T2,Todas,81420.0
PESQUERA EXALMAR S.A.A.,2023,T1,Todas,1089.4977394
PESQUERA EXALMAR S.A.A.,2023,T2,Todas,118230.0
PESQUERA EXALMAR S.A.A.,2024,T1,Todas,241737.5829276
PESQUERA EXALMAR S.A.A.,2024,T2,Todas,112008.1802636
PESQUERA EXALMAR S.A.A.,2025,T1,Todas,78925.8004962
TASA,2015,T2,Todas,127425.5
TASA,2016,T1,Todas,126995.0
TASA,2016,T2,Todas,159838.33
TASA,2017,T1,Todas,291388.6
TASA,2017,T2,Todas,908.0
TASA,2018,T1,Todas,471873.0
TASA,2018,T2,Todas,267445.0
TASA,2019,T1,Todas,298446.0
TASA,2019,T2,Todas,93498.0
TASA,2020,T1,Todas,269014.0
TASA,2020,T2,Todas,170020.0
TASA,2021,T1,Todas,241908.0
TASA,2021,T2,Todas,213424.0
TASA,2022,T1,Todas,331507.0
TASA,2022,T2,Todas,142508.0
TASA,2023,T1,Todas,6211.0
TASA,2023,T2,Todas,225334.5419922
TASA,2024,T1,Todas,687201.4042788
TASA,2024,T2,Todas,262093.9361458
TASA,2025,T1,Todas,341588.4255526
TASA,2025,T2,Todas,199100.0
